bay_id,st_marker_id,status,location,lat,lon
3699,7664N,Unoccupied,"(-37.80492044227336, 144.95650616449058)",-37.80492044227336,144.95650616449058
4285,C6906,Unoccupied,"(-37.809230374365704, 144.95587802590723)",-37.809230374365704,144.95587802590723
3806,C5448,Present,"(-37.80756750837079, 144.9544912071891)",-37.80756750837079,144.9544912071891
4387,C7208,Unoccupied,"(-37.80765463998226, 144.95272351758337)",-37.80765463998226,144.95272351758337
3620,7568N,Unoccupied,"(-37.80565938100267, 144.954826317798)",-37.80565938100267,144.954826317798
3555,7081S,Unoccupied,"(-37.808902940538886, 144.95381844311694)",-37.808902940538886,144.95381844311694
4051,C6140,Unoccupied,"(-37.804270949992045, 144.95241925284822)",-37.804270949992045,144.95241925284822
4318,C6974,Present,"(-37.80935195116392, 144.95619976326594)",-37.80935195116392,144.95619976326594
4251,C6834,Unoccupied,"(-37.80932853709153, 144.95565051334395)",-37.80932853709153,144.95565051334395
1294,4486E,Unoccupied,"(-37.81267387438292, 144.95414032864602)",-37.81267387438292,144.95414032864602
5523,11979W,Unoccupied,"(-37.81432259979354, 144.9827679803555)",-37.81432259979354,144.9827679803555
5818,12564N,Unoccupied,"(-37.81584986652931, 144.98128435990577)",-37.81584986652931,144.98128435990577
5843,12573S,Unoccupied,"(-37.81607452602595, 144.98161910012794)",-37.81607452602595,144.98161910012794
8121,15142N,Unoccupied,"(-37.81670150241312, 144.9817833119722)",-37.81670150241312,144.9817833119722
8151,15195S,Unoccupied,"(-37.816749289206946, 144.98114263809254)",-37.816749289206946,144.98114263809254
6053,13028N,Unoccupied,"(-37.821218796590344, 144.94410948147316)",-37.821218796590344,144.94410948147316
5274,4509W,Unoccupied,"(-37.811660440590664, 144.953424408537)",-37.811660440590664,144.953424408537
2652,10153W,Unoccupied,"(-37.80481793310244, 144.94921772651412)",-37.80481793310244,144.94921772651412
3984,C5936,Present,"(-37.80414982555552, 144.95395385533615)",-37.80414982555552,144.95395385533615
4381,C7196,Unoccupied,"(-37.807568064386864, 144.9529019571974)",-37.807568064386864,144.9529019571974
3159,5351W,Present,"(-37.8100925321033, 144.95555611506072)",-37.8100925321033,144.95555611506072
3720,7723S,Present,"(-37.803521810537106, 144.9529787612068)",-37.803521810537106,144.9529787612068
6056,13034N,Unoccupied,"(-37.82117319038632, 144.94391931390288)",-37.82117319038632,144.94391931390288
5358,8897W,Unoccupied,"(-37.82450433070958, 144.96163789794954)",-37.82450433070958,144.96163789794954
4265,C6862,Unoccupied,"(-37.80945561676933, 144.95583569188864)",-37.80945561676933,144.95583569188864
3882,C5660,Unoccupied,"(-37.806567309722695, 144.95502658681517)",-37.806567309722695,144.95502658681517
3271,5830E,Unoccupied,"(-37.806714484474156, 144.95353012545496)",-37.806714484474156,144.95353012545496
4372,C7178,Unoccupied,"(-37.807439625215075, 144.9531662424701)",-37.807439625215075,144.9531662424701
9001,C7818,Unoccupied,"(-37.825534786362326, 144.97100441917507)",-37.825534786362326,144.97100441917507
5266,4531W,Unoccupied,"(-37.81074527389115, 144.95299777390767)",-37.81074527389115,144.95299777390767
3688,7648N,Unoccupied,"(-37.80499702751212, 144.9570799244915)",-37.80499702751212,144.9570799244915
4005,C6048,Unoccupied,"(-37.80605009204831, 144.95210596139026)",-37.80605009204831,144.95210596139026
4323,C6984,Unoccupied,"(-37.80929677253113, 144.9562728880633)",-37.80929677253113,144.9562728880633
3557,7083S,Unoccupied,"(-37.80892288185282, 144.9537490876604)",-37.80892288185282,144.9537490876604
3269,5828E,Present,"(-37.80673768305752, 144.95352603375784)",-37.80673768305752,144.95352603375784
4006,C6050,Unoccupied,"(-37.80602702323796, 144.9521101242498)",-37.80602702323796,144.9521101242498
3956,C5880,Unoccupied,"(-37.805049362625496, 144.9537931885639)",-37.805049362625496,144.9537931885639
5036,9512N,Present,"(-37.82837376717498, 144.96640899509504)",-37.82837376717498,144.96640899509504
4394,C7222,Unoccupied,"(-37.80779350723506, 144.95243753350476)",-37.80779350723506,144.95243753350476
3835,C5546,Unoccupied,"(-37.80663113872315, 144.95406643640456)",-37.80663113872315,144.95406643640456
4359,C7152,Unoccupied,"(-37.807096714720245, 144.9538683555503)",-37.807096714720245,144.9538683555503
6035,13081S,Present,"(-37.821152904500416, 144.94309232883276)",-37.821152904500416,144.94309232883276
3807,C5450,Present,"(-37.80754350767742, 144.95448039110647)",-37.80754350767742,144.95448039110647
4609,8338E,Unoccupied,"(-37.82457668385308, 144.9684363783186)",-37.82457668385308,144.9684363783186
4207,C6710,Present,"(-37.80879640283257, 144.9582486285122)",-37.80879640283257,144.9582486285122
3879,C5654,Unoccupied,"(-37.80664245576149, 144.9550131565751)",-37.80664245576149,144.9550131565751
8982,7903W,Unoccupied,"(-37.824424484744476, 144.97035129260922)",-37.824424484744476,144.97035129260922
3815,C5474,Unoccupied,"(-37.80735379788764, 144.95439403613716)",-37.80735379788764,144.95439403613716
8336,C6632a,Present,"(-37.808460677241314, 144.95940727803438)",-37.808460677241314,144.95940727803438
4325,C6988,Present,"(-37.80927683391343, 144.95627639567826)",-37.80927683391343,144.95627639567826
5032,9508N,Unoccupied,"(-37.82839890113054, 144.9665412828054)",-37.82839890113054,144.9665412828054
3371,6187W,Unoccupied,"(-37.806652234916356, 144.95114148280203)",-37.806652234916356,144.95114148280203
3278,5838E,Unoccupied,"(-37.80662168918761, 144.95354649162206)",-37.80662168918761,144.95354649162206
4590,8318E,Unoccupied,"(-37.82510235384696, 144.968277314659)",-37.82510235384696,144.968277314659
4621,8354E,Unoccupied,"(-37.824064015787144, 144.9685908984552)",-37.824064015787144,144.9685908984552
4007,C6052,Unoccupied,"(-37.80600383270243, 144.952114287094)",-37.80600383270243,144.952114287094
4615,8345W,Unoccupied,"(-37.82404081749422, 144.96848053408235)",-37.82404081749422,144.96848053408235
3811,C5458,Unoccupied,"(-37.807448011270026, 144.95443689661118)",-37.807448011270026,144.95443689661118
4390,C7214,Unoccupied,"(-37.80770522527534, 144.95261933784485)",-37.80770522527534,144.95261933784485
5176,C8004,Present,"(-37.81043608917297, 144.9525996878082)",-37.81043608917297,144.9525996878082
5348,8877W,Unoccupied,"(-37.82531767208792, 144.96068072466193)",-37.82531767208792,144.96068072466193
3822,C5500,Unoccupied,"(-37.80718808695781, 144.9543188718062)",-37.80718808695781,144.9543188718062
4272,C6880,Unoccupied,"(-37.80934619097715, 144.95579335852568)",-37.80934619097715,144.95579335852568
4249,C6830,Unoccupied,"(-37.809366383362786, 144.95564373036325)",-37.809366383362786,144.95564373036325
3826,C5508,Unoccupied,"(-37.80709231981772, 144.95427534398706)",-37.80709231981772,144.95427534398706
4320,C6978,Unoccupied,"(-37.809331444399675, 144.9562035389631)",-37.809331444399675,144.9562035389631
3281,5844E,Unoccupied,"(-37.806552092041514, 144.953558766649)",-37.806552092041514,144.953558766649
3725,7739S,Unoccupied,"(-37.803247458986434, 144.95052815098978)",-37.803247458986434,144.95052815098978
4248,C6828,Unoccupied,"(-37.80938773145017, 144.95563994568715)",-37.80938773145017,144.95563994568715
4329,C6996,Unoccupied,"(-37.809234010653554, 144.956283910284)",-37.809234010653554,144.956283910284
3813,C5466,Unoccupied,"(-37.8074008905007, 144.95441548939652)",-37.8074008905007,144.95441548939652
4310,C6956,Unoccupied,"(-37.809255658086165, 144.95607714143563)",-37.809255658086165,144.95607714143563
3818,C5486,Unoccupied,"(-37.80728263826147, 144.95436191587947)",-37.80728263826147,144.95436191587947
2668,10177W,Present,"(-37.804148877137436, 144.9493349031893)",-37.804148877137436,144.9493349031893
4282,C6900,Unoccupied,"(-37.80924499662795, 144.9558123618251)",-37.80924499662795,144.9558123618251
3899,C5710,Present,"(-37.805448250518246, 144.95522226760184)",-37.805448250518246,144.95522226760184
5229,11512N,Unoccupied,"(-37.81171126342535, 144.95212969396388)",-37.81171126342535,144.95212969396388
3368,6179W,Present,"(-37.80406031812777, 144.94317667886412)",-37.80406031812777,144.94317667886412
3544,7064N,Present,"(-37.80859440745567, 144.95436484864248)",-37.80859440745567,144.95436484864248
5344,8299W,Unoccupied,"(-37.82608254939832, 144.96786205139705)",-37.82608254939832,144.96786205139705
4362,C7158,Unoccupied,"(-37.80713630327168, 144.95378654885616)",-37.80713630327168,144.95378654885616
4274,C6884,Unoccupied,"(-37.8093259183127, 144.95579728354494)",-37.8093259183127,144.95579728354494
4297,C6930,Unoccupied,"(-37.80937230506347, 144.95599230220782)",-37.80937230506347,144.95599230220782
4373,C7180,Unoccupied,"(-37.80745302557375, 144.9531386804009)",-37.80745302557375,144.9531386804009
3820,C5494,Unoccupied,"(-37.80723525042285, 144.9543402966289)",-37.80723525042285,144.9543402966289
3875,C5646,Unoccupied,"(-37.80676840605765, 144.95499064476647)",-37.80676840605765,144.95499064476647
4293,C6922,Unoccupied,"(-37.80941294082535, 144.95598468844753)",-37.80941294082535,144.95598468844753
8974,7881W,Unoccupied,"(-37.825522114506, 144.9708312093819)",-37.825522114506,144.9708312093819
5303,9535S,Unoccupied,"(-37.828220520990556, 144.965172806929)",-37.828220520990556,144.965172806929
4598,8326E,Unoccupied,"(-37.82489214028516, 144.96834118542722)",-37.82489214028516,144.96834118542722
7053,4666Ea,Unoccupied,"(-37.805653516399715, 144.95948789451333)",-37.805653516399715,144.95948789451333
5877,12902N,Present,"(-37.798313847511565, 144.96478913518115)",-37.798313847511565,144.96478913518115
3267,5824E,Unoccupied,"(-37.80678413595104, 144.95351785207032)",-37.80678413595104,144.95351785207032
3628,7577S,Present,"(-37.8058291849574, 144.95468553992856)",-37.8058291849574,144.95468553992856
4649,8465W,Present,"(-37.825568837873114, 144.96662954952825)",-37.825568837873114,144.96662954952825
3284,5850E,Unoccupied,"(-37.806470560294805, 144.95357314589475)",-37.806470560294805,144.95357314589475
5228,11510N,Present,"(-37.81169251219845, 144.95219601741596)",-37.81169251219845,144.95219601741596
3892,C5692,Unoccupied,"(-37.80626986938957, 144.9550797471396)",-37.80626986938957,144.9550797471396
6059,13040N,Unoccupied,"(-37.821126302747224, 144.94372360484854)",-37.821126302747224,144.94372360484854
3827,C5510,Unoccupied,"(-37.80706882866416, 144.9542646715394)",-37.80706882866416,144.9542646715394
1839,2531S,Unoccupied,"(-37.81172700693746, 144.96803930487232)",-37.81172700693746,144.96803930487232
2654,10157W,Unoccupied,"(-37.80470817873153, 144.94923768619498)",-37.80470817873153,144.94923768619498
3845,C5572,Unoccupied,"(-37.80637067967282, 144.95394788014832)",-37.80637067967282,144.95394788014832
3500,6614N,Present,"(-37.808335785802356, 144.9594960648111)",-37.808335785802356,144.9594960648111
3277,5836E,Unoccupied,"(-37.80664488599042, 144.9535424004917)",-37.80664488599042,144.9535424004917
3388,6219W,Present,"(-37.806156626494236, 144.95091629830176)",-37.806156626494236,144.95091629830176
4250,C6832,Present,"(-37.80934732253807, 144.9556472770944)",-37.80934732253807,144.9556472770944
3631,7580N,Unoccupied,"(-37.80560674439511, 144.95435776275738)",-37.80560674439511,144.95435776275738
3558,7084N,Unoccupied,"(-37.808812603559126, 144.95361138235916)",-37.808812603559126,144.95361138235916
3824,C5504,Unoccupied,"(-37.807140701844034, 144.95429735415559)",-37.807140701844034,144.95429735415559
5017,9449S,Unoccupied,"(-37.830255286799684, 144.96593472032285)",-37.830255286799684,144.96593472032285
3350,6034E,Unoccupied,"(-37.80638211114966, 144.95216474182206)",-37.80638211114966,144.95216474182206
2683,10192E,Unoccupied,"(-37.80373847192441, 144.94959713136984)",-37.80373847192441,144.94959713136984
4266,C6864,Unoccupied,"(-37.80942924377933, 144.95577779777847)",-37.80942924377933,144.95577779777847
4348,C7112,Unoccupied,"(-37.8079897149833, 144.95423345692586)",-37.8079897149833,144.95423345692586
917,C684,Unoccupied,"(-37.81426349973698, 144.96876939345793)",-37.81426349973698,144.96876939345793
4312,C6960,Unoccupied,"(-37.80923519004118, 144.95608091232265)",-37.80923519004118,144.95608091232265
3105,5261W,Present,"(-37.80480216954664, 144.95726677630762)",-37.80480216954664,144.95726677630762
3273,5832E,Unoccupied,"(-37.806691285420385, 144.95353421712434)",-37.806691285420385,144.95353421712434
5250,11525S,Present,"(-37.81186210040582, 144.9520132830241)",-37.81186210040582,144.9520132830241
4037,C6112,Unoccupied,"(-37.80466292662382, 144.952349715212)",-37.80466292662382,144.952349715212
4290,C6916,Unoccupied,"(-37.80945131207706, 144.95597777727065)",-37.80945131207706,144.95597777727065
4177,C6616,Present,"(-37.808416953404844, 144.9595582189984)",-37.808416953404844,144.9595582189984
874,770E,Unoccupied,"(-37.81246042749984, 144.96806467179186)",-37.81246042749984,144.96806467179186
3876,C5648,Unoccupied,"(-37.80674267759487, 144.95499524308445)",-37.80674267759487,144.95499524308445
4038,C6114,Present,"(-37.80463775633693, 144.9523542850579)",-37.80463775633693,144.9523542850579
4332,C7002,Unoccupied,"(-37.80930996293084, 144.95640267925893)",-37.80930996293084,144.95640267925893
6036,13083S,Unoccupied,"(-37.82113479065242, 144.94301661517727)",-37.82113479065242,144.94301661517727
2999,5048E,Unoccupied,"(-37.805320727736856, 144.95814372075984)",-37.805320727736856,144.95814372075984
6038,13087S,Present,"(-37.82110352876951, 144.9428860551576)",-37.82110352876951,144.9428860551576
3562,7088N,Unoccupied,"(-37.80885217507168, 144.95347329740525)",-37.80885217507168,144.95347329740525
4360,C7154,Unoccupied,"(-37.80710988161803, 144.95384108436636)",-37.80710988161803,144.95384108436636
3836,C5548,Present,"(-37.80660767581779, 144.95405575694514)",-37.80660767581779,144.95405575694514
5248,11521S,Unoccupied,"(-37.811825749221, 144.95214162680563)",-37.811825749221,144.95214162680563
5021,9453S,Unoccupied,"(-37.830275139404506, 144.9658662466181)",-37.830275139404506,144.9658662466181
4319,C6976,Unoccupied,"(-37.809336130975176, 144.95626589693285)",-37.809336130975176,144.95626589693285
5878,12904N,Present,"(-37.79832412543489, 144.96488078826815)",-37.79832412543489,144.96488078826815
5251,11527S,Present,"(-37.81187876420586, 144.9519544585611)",-37.81187876420586,144.9519544585611
5881,12910N,Present,"(-37.79837484550813, 144.96534595918206)",-37.79837484550813,144.96534595918206
3554,7079S,Unoccupied,"(-37.808883282556195, 144.95388681329126)",-37.808883282556195,144.95388681329126
3568,7096N,Unoccupied,"(-37.80893103506304, 144.95319811001679)",-37.80893103506304,144.95319811001679
5023,9457S,Unoccupied,"(-37.830296550637506, 144.96579219736887)",-37.830296550637506,144.96579219736887
5267,4533W,Unoccupied,"(-37.81069585048778, 144.95297471034866)",-37.81069585048778,144.95297471034866
4298,C6932,Unoccupied,"(-37.809377574431565, 144.9560547857816)",-37.809377574431565,144.9560547857816
5354,8889W,Present,"(-37.824869818255166, 144.9612076794827)",-37.824869818255166,144.9612076794827
4386,C7206,Unoccupied,"(-37.8076428838599, 144.9527478672994)",-37.8076428838599,144.9527478672994
8891,8121W,Unoccupied,"(-37.82585771314211, 144.96916110708406)",-37.82585771314211,144.96916110708406
2314,2855S,Present,"(-37.81075192758727, 144.96782788227944)",-37.81075192758727,144.96782788227944
4608,8337W,Unoccupied,"(-37.82460200635495, 144.9683084063169)",-37.82460200635495,144.9683084063169
8344,631W,Present,"(-37.81653393890703, 144.96969394246375)",-37.81653393890703,144.96969394246375
4284,C6904,Unoccupied,"(-37.809225058582896, 144.9558161699686)",-37.809225058582896,144.9558161699686
4313,C6962,Unoccupied,"(-37.80920769120985, 144.9560225553128)",-37.80920769120985,144.9560225553128
3148,5331W,Present,"(-37.810605293174135, 144.95579105614544)",-37.810605293174135,144.95579105614544
4393,C7220,Unoccupied,"(-37.80774063077173, 144.95254655813204)",-37.80774063077173,144.95254655813204
3414,6263S,Unoccupied,"(-37.80774341058874, 144.9661907526817)",-37.80774341058874,144.9661907526817
3563,7089S,Unoccupied,"(-37.80898189187612, 144.95354385138776)",-37.80898189187612,144.95354385138776
8971,7875W,Unoccupied,"(-37.82568924384239, 144.97088752803077)",-37.82568924384239,144.97088752803077
911,C668,Present,"(-37.814430071402604, 144.9688443056996)",-37.814430071402604,144.9688443056996
4064,C6166,Present,"(-37.80386278713415, 144.95249157253178)",-37.80386278713415,144.95249157253178
3089,5234E,Present,"(-37.80524605375813, 144.95730238802003)",-37.80524605375813,144.95730238802003
4294,C6924,Unoccupied,"(-37.809417761366305, 144.9560472846859)",-37.809417761366305,144.9560472846859
4295,C6926,Unoccupied,"(-37.80939289853838, 144.9559884246491)",-37.80939289853838,144.9559884246491
4012,C6062,Unoccupied,"(-37.8058611193095, 144.95213990621272)",-37.8058611193095,144.95213990621272
8345,633W,Unoccupied,"(-37.81646851131973, 144.9696637908396)",-37.81646851131973,144.9696637908396
3191,5415W,Unoccupied,"(-37.80833177449209, 144.95472159046906)",-37.80833177449209,144.95472159046906
3392,6227W,Present,"(-37.806048953285384, 144.9508671460027)",-37.806048953285384,144.9508671460027
3594,7329W,Unoccupied,"(-37.8055645772432, 144.94922467217737)",-37.8055645772432,144.94922467217737
3945,C5858,Unoccupied,"(-37.80531069392037, 144.9537465349453)",-37.80531069392037,144.9537465349453
3863,C5622,Present,"(-37.80711601952778, 144.9549286868729)",-37.80711601952778,144.9549286868729
5851,C9106,Present,"(-37.7983913980568, 144.96464837250426)",-37.7983913980568,144.96464837250426
4289,C6914,Unoccupied,"(-37.80918752192871, 144.95588594908736)",-37.80918752192871,144.95588594908736
3881,C5658,Unoccupied,"(-37.806592399424886, 144.9550221026891)",-37.806592399424886,144.9550221026891
2708,10341W,Unoccupied,"(-37.80353234388977, 144.94388507321685)",-37.80353234388977,144.94388507321685
6028,13067S,Unoccupied,"(-37.82135355038442, 144.94393155279823)",-37.82135355038442,144.94393155279823
5048,9825S,Unoccupied,"(-37.825170494531946, 144.97030242398665)",-37.825170494531946,144.97030242398665
3559,7085S,Unoccupied,"(-37.80894274538265, 144.9536800040944)",-37.80894274538265,144.9536800040944
5247,11519S,Present,"(-37.81180757381466, 144.95220579837365)",-37.81180757381466,144.95220579837365
6062,13046N,Unoccupied,"(-37.82107941377973, 144.94352789890692)",-37.82107941377973,144.94352789890692
3623,7572N,Present,"(-37.80564432646193, 144.95469212813896)",-37.80564432646193,144.95469212813896
4287,C6910,Unoccupied,"(-37.80920996860398, 144.95588179462618)",-37.80920996860398,144.95588179462618
4396,C7226,Unoccupied,"(-37.807819678246815, 144.952383630162)",-37.807819678246815,144.952383630162
3690,7650N,Present,"(-37.80499242599822, 144.95703922690257)",-37.80499242599822,144.95703922690257
5102,9900N,Unoccupied,"(-37.82551286390782, 144.96876064344832)",-37.82551286390782,144.96876064344832
3873,C5642,Unoccupied,"(-37.806819323504826, 144.95498160861192)",-37.806819323504826,144.95498160861192
8347,781W,Present,"(-37.812111639871596, 144.9676573100245)",-37.812111639871596,144.9676573100245
3809,C5454,Unoccupied,"(-37.80749564751712, 144.95445854052207)",-37.80749564751712,144.95445854052207
2242,3930N,Present,"(-37.81219457073095, 144.9546289525064)",-37.81219457073095,144.9546289525064
3494,6584N,Unoccupied,"(-37.80825984138091, 144.9597589397056)",-37.80825984138091,144.9597589397056
3546,7066N,Unoccupied,"(-37.80861227506381, 144.9543020355954)",-37.80861227506381,144.9543020355954
5101,9899S,Unoccupied,"(-37.82566463754131, 144.96860805477692)",-37.82566463754131,144.96860805477692
3868,C5632,Unoccupied,"(-37.806968605090475, 144.95497333469075)",-37.806968605090475,144.95497333469075
5353,8887W,Unoccupied,"(-37.824908323670655, 144.96116233018282)",-37.824908323670655,144.96116233018282
3561,7087S,Unoccupied,"(-37.80896248136547, 144.95361135956864)",-37.80896248136547,144.95361135956864
5884,12901S,Unoccupied,"(-37.79851767140652, 144.96497972045887)",-37.79851767140652,144.96497972045887
3812,C5462,Unoccupied,"(-37.807424364820506, 144.9544261999638)",-37.807424364820506,144.9544261999638
4252,C6836,Unoccupied,"(-37.80930933716368, 144.95565402708218)",-37.80930933716368,144.95565402708218
3878,C5652,Unoccupied,"(-37.806667659130824, 144.95500864718963)",-37.806667659130824,144.95500864718963
873,769W,Unoccupied,"(-37.812368780424066, 144.96777381541787)",-37.812368780424066,144.96777381541787
4191,C6652,Present,"(-37.80856743802731, 144.95903826457047)",-37.80856743802731,144.95903826457047
3865,C5626,Unoccupied,"(-37.80706400128357, 144.95493798489738)",-37.80706400128357,144.95493798489738
5351,8883W,Unoccupied,"(-37.824982808080016, 144.9610747837695)",-37.824982808080016,144.9610747837695
3565,7091S,Unoccupied,"(-37.80900153817465, 144.9534755228143)",-37.80900153817465,144.9534755228143
5240,11505S,Unoccupied,"(-37.81163085341211, 144.95283057502752)",-37.81163085341211,144.95283057502752
4049,C6136,Unoccupied,"(-37.804317160431054, 144.95241101290793)",-37.804317160431054,144.95241101290793
4276,C6888,Unoccupied,"(-37.8093052181257, 144.95580106205344)",-37.8093052181257,144.95580106205344
2312,2851S,Unoccupied,"(-37.81071345213895, 144.9679577708581)",-37.81071345213895,144.9679577708581
3866,C5628,Unoccupied,"(-37.80703836985889, 144.95494256989207)",-37.80703836985889,144.95494256989207
3110,5267W,Present,"(-37.80462416664726, 144.95729821634131)",-37.80462416664726,144.95729821634131
3279,5840E,Unoccupied,"(-37.80659848968227, 144.95355058329227)",-37.80659848968227,144.95355058329227
883,791W,Unoccupied,"(-37.81149443594989, 144.96737383811362)",-37.81149443594989,144.96737383811362
6060,13042N,Unoccupied,"(-37.82111067346008, 144.94365836931635)",-37.82111067346008,144.94365836931635
3103,5259W,Present,"(-37.80485302748649, 144.9572577939772)",-37.80485302748649,144.9572577939772
4494,3688N,Unoccupied,"(-37.80868832126183, 144.96667506755247)",-37.80868832126183,144.96667506755247
6742,6581S,Unoccupied,"(-37.80841314412618, 144.9599170672416)",-37.80841314412618,144.9599170672416
3251,5802E,Unoccupied,"(-37.807106293352206, 144.95346088611086)",-37.807106293352206,144.95346088611086
3841,C5562,Unoccupied,"(-37.806465129427735, 144.95399080398576)",-37.806465129427735,144.95399080398576
6063,13048N,Unoccupied,"(-37.82106378486651, 144.94346265553844)",-37.82106378486651,144.94346265553844
3894,C5700,Unoccupied,"(-37.8061403466223, 144.95510289667212)",-37.8061403466223,144.95510289667212
3802,C5430,Present,"(-37.808116589398395, 144.9547471729851)",-37.808116589398395,144.9547471729851
3553,7078N,Unoccupied,"(-37.80873768608281, 144.9538699985423)",-37.80873768608281,144.9538699985423
3550,7073S,Unoccupied,"(-37.80882498247023, 144.95408965711715)",-37.80882498247023,144.95408965711715
3492,6576N,Unoccupied,"(-37.80822296307644, 144.95988661053423)",-37.80822296307644,144.95988661053423
4317,C6972,Unoccupied,"(-37.809356342797855, 144.95626247620703)",-37.809356342797855,144.95626247620703
4391,C7216,Present,"(-37.80771698319124, 144.95259512342693)",-37.80771698319124,144.95259512342693
3385,6213W,Unoccupied,"(-37.80622014763526, 144.95094523460372)",-37.80622014763526,144.95094523460372
3601,7336E,Unoccupied,"(-37.80537810506202, 144.94933123203518)",-37.80537810506202,144.94933123203518
4593,8321W,Unoccupied,"(-37.82502546531653, 144.96818034759517)",-37.82502546531653,144.96818034759517
4013,C6064,Present,"(-37.80583792831153, 144.95214406960355)",-37.80583792831153,144.95214406960355
5336,8283W,Unoccupied,"(-37.826697283703844, 144.96767567952082)",-37.826697283703844,144.96767567952082
3808,C5452,Unoccupied,"(-37.8075195968963, 144.95446934643988)",-37.8075195968963,144.95446934643988
4268,C6868,Unoccupied,"(-37.80940834052792, 144.9557817779109)",-37.80940834052792,144.9557817779109
4275,C6886,Unoccupied,"(-37.80933137021184, 144.95585916591295)",-37.80933137021184,144.95585916591295
8976,7885W,Unoccupied,"(-37.82541128789467, 144.9707907363868)",-37.82541128789467,144.9707907363868
8307,659W,Present,"(-37.81514065818146, 144.9690534891165)",-37.81514065818146,144.9690534891165
3476,6540N,Unoccupied,"(-37.80782093646036, 144.9612678162011)",-37.80782093646036,144.9612678162011
4655,8475W,Present,"(-37.825310411538005, 144.96671269895492)",-37.825310411538005,144.96671269895492
4378,C7190,Present,"(-37.807532111012605, 144.9529758677407)",-37.807532111012605,144.9529758677407
6031,13073S,Present,"(-37.821304574786026, 144.94372722737688)",-37.821304574786026,144.94372722737688
5149,9968N,Unoccupied,"(-37.82598176317008, 144.96717616789562)",-37.82598176317008,144.96717616789562
5024,9459S,Present,"(-37.83030751183702, 144.9657543712225)",-37.83030751183702,144.9657543712225
4379,C7192,Unoccupied,"(-37.80754433786831, 144.95295068458603)",-37.80754433786831,144.95295068458603
6066,13054N,Unoccupied,"(-37.82095614688842, 144.94301339738053)",-37.82095614688842,144.94301339738053
4406,C7246,Unoccupied,"(-37.807963606598314, 144.9520872066812)",-37.807963606598314,144.9520872066812
5177,C8006,Present,"(-37.810444828813935, 144.95256857742612)",-37.810444828813935,144.95256857742612
3564,7090N,Unoccupied,"(-37.80887228659661, 144.9534031171151)",-37.80887228659661,144.9534031171151
4350,C7116,Unoccupied,"(-37.80804514638703, 144.95403959462425)",-37.80804514638703,144.95403959462425
4086,C6286,Unoccupied,"(-37.80497529927409, 144.95078932967044)",-37.80497529927409,144.95078932967044
3916,C5746,Unoccupied,"(-37.80482565498134, 144.95533418201455)",-37.80482565498134,144.95533418201455
5876,12900N,Present,"(-37.79830151808934, 144.9646668998155)",-37.79830151808934,144.9646668998155
5869,C9178,Present,"(-37.798462060913884, 144.96530212179977)",-37.798462060913884,144.96530212179977
5888,12909S,Present,"(-37.79855408394544, 144.96531027324374)",-37.79855408394544,144.96531027324374
3814,C5470,Present,"(-37.80737735622807, 144.9544048264981)",-37.80737735622807,144.9544048264981
4244,C6820,Unoccupied,"(-37.80953289851465, 144.95561158975204)",-37.80953289851465,144.95561158975204
3510,6664N,Present,"(-37.808619975254956, 144.95851053592747)",-37.808619975254956,144.95851053592747
3859,C5614,Unoccupied,"(-37.8072410232429, 144.9549061747726)",-37.8072410232429,144.9549061747726
1837,2527S,Unoccupied,"(-37.81169320961345, 144.96815437038526)",-37.81169320961345,144.96815437038526
3404,6253S,Present,"(-37.807680383913905, 144.96640504611318)",-37.807680383913905,144.96640504611318
3418,6267S,Present,"(-37.807762829410166, 144.96612510396102)",-37.807762829410166,144.96612510396102
4315,C6966,Unoccupied,"(-37.80939200298975, 144.9561920623273)",-37.80939200298975,144.9561920623273
3667,7626N,Unoccupied,"(-37.804978232599524, 144.94866939081794)",-37.804978232599524,144.94866939081794
4259,C6850,Unoccupied,"(-37.80916763506006, 144.95567953403548)",-37.80916763506006,144.95567953403548
4358,C7150,Unoccupied,"(-37.807083488656374, 144.9538956261695)",-37.807083488656374,144.9538956261695
3843,C5566,Unoccupied,"(-37.80641793309145, 144.9539693463589)",-37.80641793309145,144.9539693463589
3602,7337W,Unoccupied,"(-37.80541851681704, 144.94924071435915)",-37.80541851681704,144.94924071435915
3093,5242E,Unoccupied,"(-37.80514076343044, 144.95732101150253)",-37.80514076343044,144.95732101150253
4354,C7136,Unoccupied,"(-37.8084310108724, 144.9527013175193)",-37.8084310108724,144.9527013175193
3253,5806E,Unoccupied,"(-37.80706021886858, 144.9534691810597)",-37.80706021886858,144.9534691810597
5855,C9122,Present,"(-37.79840475600588, 144.96477329313018)",-37.79840475600588,144.96477329313018
5242,11509S,Present,"(-37.811666544616806, 144.9527043470513)",-37.811666544616806,144.9527043470513
3797,C5418,Present,"(-37.80823469346832, 144.95480119265767)",-37.80823469346832,144.95480119265767
3895,C5702,Present,"(-37.80611672890922, 144.95510711694146)",-37.80611672890922,144.95510711694146
3849,C5588,Unoccupied,"(-37.80627608274409, 144.95390490606593)",-37.80627608274409,144.95390490606593
4198,C6674,Present,"(-37.80871941332218, 144.95851431801265)",-37.80871941332218,144.95851431801265
3396,6235W,Unoccupied,"(-37.80594155061086, 144.95081806074066)",-37.80594155061086,144.95081806074066
4188,C6646,Present,"(-37.808541422189045, 144.9591283997378)",-37.808541422189045,144.9591283997378
